Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,has_analysis,uses_genai,patterns
Progenx,https://progenxacademy.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered individualized education solutions,https://progenxacademy.com,1,"Edutech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Akceon,https://akceon.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-based fault detection and maintenance solutions for hydraulic systems,https://akceon.com,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
AOS AI-griculture,,,,,,2024-01-01,,Image processing and artificial intelligence system to increase productivity in agricultural production,,,"Image process, Artificial intelligence, Agritech","Istanbul, Turkey, Asia",,true,true,
NexRacon,https://nexracon.com,,,,,2024-01-01,,Cybersecurity automation that provides systems with an AI-powered vulnerability management system,https://nexracon.com,,"Cybersecurity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Pinyto,https://www.pinyto.com,,,,,2024-01-01,,AI-powered travel planning platform,https://www.pinyto.com,,"Travel, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
MindMoov,https://www.mindmoov.net,,,,,2024-01-01,,Mobile app that supports muscle strengthening without moving,https://www.mindmoov.net,,"AR / VR, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
TurinQ.com,https://turinq.com,,,,,2024-01-01,,AI question and exam generator,https://turinq.com,,"Edutech, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Devolvia,https://devolvia.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,"Optimizes business processes by using image, text and voice-based artificial intelligence models to perform repetitive and time-consuming tasks in the business world",https://devolvia.com,1,"Deeptech, Artificial intelligence","Kayseri, Turkey, Asia",,true,true,
VIDEOO.IO,https://www.videoo.io,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Online AI video editor,https://www.videoo.io,1,"Video, Artificial intelligence, SaaS","London, UK, Asia",,true,true,
Loopify Games,,,,,,2024-01-01,,Game studio,,,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
InnovaMind,https://innovamind.ai,,,,,2024-01-01,,AI and ML solutions,https://innovamind.ai,,"Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
BoardMeAI,https://www.boardmeai.com,,,,,2024-01-01,,"Agentic AI platform with LLM, SLM, and reinforcement learning powered RAG technologies to optimize workflows, enable intelligent decisions, and deliver adaptive solutions",https://www.boardmeai.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
reprai,https://www.reprai.com,Seed,500000,USD,500000,2024-01-01,Seed,AI-powered platform designed to support and autonomize promotional operations for pharmaceutical companies,https://www.reprai.com,1,Artificial intelligence,"Wilmington, USA, Asia",,true,true,
Doclink,https://doclink.io,,,,,2024-01-01,,AI-powered document intelligence platform,https://doclink.io,,"Productivity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
inpocket.games,https://www.inpocket.games,,,,,2024-01-01,,AI-powered game Development,https://www.inpocket.games,,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
HeimerClean,https://www.heimerclean.com,,,,,2024-01-01,,"AI optimization tool that boosts efficiency by 87%, saves 15% energy, and operates fully autonomously, ensuring privacy with seamless performance",https://www.heimerclean.com,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Datatoolpack,https://datatoolpack.com,,,,,2024-01-01,,Data tools and data analysis software,https://datatoolpack.com,,"Artificial intelligence, SaaS","Sheridan, USA, Asia",,true,true,
Calorin,https://calorinapp.com,,,,,2024-01-01,,Mobile application based on artificial intelligence and computer vision technologies that allows users to calculate calories in the most accurate way in a sustainable model,https://calorinapp.com,,"Foodtech, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
YTNK,https://ytnk.io,,,,,2024-01-01,,AI-powered digital recruitment platform,https://ytnk.io,,"Hrtech, Artificial intelligence","Amsterdam, The Netherlands, Asia",,true,true,
CopeAi,https://www.copeai.net,,,,,2024-01-01,,AI-powered platform designed to streamline and enhance the content creation process for businesses,https://www.copeai.net,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Novalife,https://novalife.app,,,,,2024-01-01,,Personal life assistant app,https://novalife.app,,"Productivity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
TeachAgent,https://teach-agent.com,,,,,2024-01-01,,Learning platform that produces question-based solution videos and podcasts,https://teach-agent.com,,"Edutech, Artificial intelligence","Balıkesir, Turkey, Asia",,true,true,
TailorCast,https://tailorcast.net,,,,,2024-01-01,,AI-powered content concierge for every customer,https://tailorcast.net,,"Customer experience, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
FlukerApp,https://flukerapp.com,,,,,2024-01-01,,Language learning application focusing on speaking,https://flukerapp.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Apper,,,,,,2024-01-01,,AI-powered productivity and collaboration tools,,,"Productivity, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
Cunda,https://cunda.ai,,,,,2024-01-01,,AI based test automation platform,https://cunda.ai,,"Artificial intelligence, Developer Tools","Istanbul, Turkey, Asia",,true,true,
Tedaarik,https://tedaarik.com,,,,,2024-01-01,,AI-powered digital procurement assistant for restaurants,https://tedaarik.com,,"Restaurant, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
NeuroVision AI Tech,https://neurovisiontech.ai,,,,,2024-01-01,,"AI models and APIs that are designed for real-time image and video processing, offering customization and localization to meet the specific needs of various industries",https://neurovisiontech.ai,,"Image process, Artificial intelligence","Lewes, USA, Asia",,true,true,
INTRA-BOT,,,,,,2024-01-01,,Artificial intelligence-supported portable robot that automatically detects and cannulates veins,,,"Robotics, Artificial intelligence, Healthtech","Sivas, Turkey, Asia",,true,true,
Voice4 AI,https://voice4.ai,,,,,2024-01-01,,AI powered voice,https://voice4.ai,,"Customer experience, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Leagle,https://leagleapp.com,,,,,2024-01-01,,AI-powered legal assistant,https://leagleapp.com,,"Legaltech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Ayla Calls,https://aylacalls.com,,,,,2024-01-01,,AI English tutor that calls you,https://aylacalls.com,,"Edutech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Fundervest,https://fundervest.com,,,,,2024-01-01,,Startup AI financial analysis,https://fundervest.com,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Rate360,https://rate360.com.tr,,,,,2024-01-01,,AI-powered risk assessment and scoring platform,https://rate360.com.tr,,"Big data, Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
ally.ai,https://theally.ai,,,,,2024-01-01,,"AI solution that enables companies to generate intelligence from video, audio and text assets",https://theally.ai,,Artificial intelligence,"New York, USA, Asia",,true,true,
İşin Olacak,https://isinolacak.com,,,,,2024-01-01,,Mobile-focused recruitment app powered by artificial intelligence,https://isinolacak.com,,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Transleyt,https://transleyt.com,,,,,2024-01-01,,AI-powered translation platform,https://transleyt.com,,"Productivity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Intelligent Design 3D,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Intelligent design assistant,,1,"Visual, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
My AI Patient,https://myaipatient.com,,,,,2024-01-01,,Platform that enables medical professionals to improve their clinical examination skills with AI patients,https://myaipatient.com,,"Edutech, Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
VidInsight,https://vidinsight.com.tr,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI-powered platform designed to simplify video editing and content creation,https://vidinsight.com.tr,1,Artificial intelligence,"Kocaeli, Turkey, Asia",,true,true,
Arkium,https://www.arkium.com.tr,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,"AI-powered industrial solutions, machine learning solutions, data analytics and big data management",https://www.arkium.com.tr,1,"Agency, Big data, Artificial intelligence, SaaS","Şanlıurfa, Turkey, Asia",,true,true,
Alecs,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence-assisted software for preliminary structural system design of multi-storey reinforced concrete structures,,1,"Constructiontech, Artificial intelligence","Eskişehir, Turkey, Asia",,true,true,
Brainify,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Defective product detection and sorting system in SKP production lines,,1,Artificial intelligence,"Samsun, Turkey, Asia",,true,true,
Stellar Spend,https://stellarspend.com,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Integrated solution that harnesses the power of AI and negotiation capabilities to help companies manage spend,https://stellarspend.com,1,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",,true,true,
Ratione Divide,https://rationedivide.com,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence-based breast cancer recommendation support system,https://rationedivide.com,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Ramer,https://www.ramerconsulting.com,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence based international e-commerce and e-documentation and international logistics software project,https://www.ramerconsulting.com,1,"Logistics, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Kalyos,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI-based harvest tracking system for tomato greenhouses,,1,"Artificial intelligence, Agritech","Samsun, Turkey, Asia",,true,true,
Inventra,https://www.inventra.ca,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI Solutions,https://www.inventra.ca,1,"Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AION Engineering,https://www.aion.energy,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence-assisted development of cell design in Li-ion batteries,https://www.aion.energy,1,"Energy, Artificial intelligence","Kayseri, Turkey, Asia",,true,true,
ThingsHappen,https://thingshappen.ai,Seed,100000,USD,100000,2024-01-01,Seed,Solutions that turn insurance policies into understandable and actionable tools,https://thingshappen.ai,1,"Fintech, Artificial intelligence, Insurtech","Izmir, Turkey, Asia",,true,true,
Eudemonia Games,https://eudemoniagames.com,Pre-Seed,22150,USD,22150,2024-01-01,Pre-Seed,Game studio,https://eudemoniagames.com,1,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Allergy Mate,https://allergy-mate.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered personal allergy assistant,https://allergy-mate.com,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Opnova,https://opnova.ai,Pre-Seed,3750000,USD,3750000,2024-01-01,Pre-Seed,"Solution that eliminates rework by automating repetitive, mundane and error-prone operational tasks with an agent AI solution that can perform human-level work",https://opnova.ai,1,Artificial intelligence,"Palo Alto, USA, Asia",,true,true,
Lucida AI,https://www.getlucida.com,Pre-Seed,750000,USD,750000,2024-01-01,Pre-Seed,AI-powered speaking coach designed to help employees enhance their communication skills,https://www.getlucida.com,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AR-ARGE,https://www.arsolution.com.tr,,,,,2024-01-01,,Software solutions in augmented reality,https://www.arsolution.com.tr,,"AR / VR, Artificial intelligence, Healthtech","Antalya, Turkey, Asia",,true,true,
Omnitive,https://omnitive.com,,,,,2024-01-01,,AI-supported automation solutions for enterprise retailers,https://omnitive.com,,"Retailtech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Horiar Media & Technology,https://horiar.com,,,,,2024-01-01,,AI tools for the media industry,https://horiar.com,,"Desktop app, Media, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AiDist,https://www.aidist.net,,,,,2024-01-01,,AI-based personal assistant app,https://www.aidist.net,,"Productivity, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
ADBA,https://www.adbascientific.com,,,,,2024-01-01,,IT and publishing solutions,https://www.adbascientific.com,,"Internet of things, Agency, Artificial intelligence","Corum, Turkey, Asia",,true,true,
RivalOut,https://rivalout.com,,,,,2024-01-01,,AI-powered competitor analysis and comparison platform,https://rivalout.com,,"Comparison, Search engine, Marketingtech, Artificial intelligence","London, UK, Asia",,true,true,
WriteTec,https://writetecbt.com,,,,,2024-01-01,,Services in the field of information technologies,https://writetecbt.com,,"Agency, Artificial intelligence","Karabük, Turkey, Asia",,true,true,
HirinGames,https://hiringames.com,,,,,2024-01-01,,Gamification based recruitment platform,https://hiringames.com,,"Hrtech, Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Cep Doktorum,https://cepdoktorum.com,,,,,2024-01-01,,AI-powered health assistant,https://cepdoktorum.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
SubClicks,https://www.subclicks.com,,,,,2024-01-01,,AI-powered content production platform,https://www.subclicks.com,,"News, Content, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Video Face Swap AI,https://www.videofaceswap.ai,,,,,2024-01-01,,Deepfake generator AI tool,https://www.videofaceswap.ai,,"Video, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Tap Grow,http://tapgrow.ai,,,,,2024-01-01,,AI sales and marketing automation tool for small businesses,http://tapgrow.ai,,"Marketingtech, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
