Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,has_analysis,uses_genai,patterns
AIHEXA,https://aihexa.com.tr,,,,,2025-01-01,,Blockchain-based security and artificial intelligence-focused software solutions,https://aihexa.com.tr,,"Blockchain, Artificial intelligence","Malatya, Turkey, Asia",,true,true,
Mindra,https://mindra.co,Pre-Seed,1200000,USD,1200000,2025-01-01,Pre-Seed,Infrastructure for AI agent ecosystems,https://mindra.co,1,"Artificial intelligence, Developer Tools","Istanbul, Turkey, Asia",,true,true,
Topological,https://www.topological.com,,,,,2025-01-01,,Physics-based foundation models for CAD optimization,https://www.topological.com,,Artificial intelligence,"San Francisco, USA, Asia",,true,true,
Fulcrum,https://fulcrumresearch.ai,,,,,2025-01-01,,Agentic debugger for AI systems,https://fulcrumresearch.ai,,"Artificial intelligence, Developer Tools","San Francisco, USA, Asia",,true,true,
Paloma,https://www.getpaloma.ai,,,,,2025-01-01,,"AI-native CRM for billing, renewals, and expansions",https://www.getpaloma.ai,,"Artificial intelligence, Business intelligence","San Francisco, USA, Asia",,true,true,
Airweave,https://airweave.ai,,,,,2025-01-01,,Open-source tool that helps agent developers turn app data into accessible knowledge for AI agents,https://airweave.ai,,"Artificial intelligence, Developer Tools","San Francisco, USA, Asia",,true,true,
Altira Health,https://www.altirahealth.com,,,,,2025-01-01,,Clinical-grade Voice & SMS AI for post-discharge and care-gap follow-up,https://www.altirahealth.com,,"Artificial intelligence, Healthtech","San Francisco, USA, Asia",,true,true,
Halmob,https://www.halmob.com,,,,,2025-01-01,,Artificial intelligence mobile apps,https://www.halmob.com,,"Agency, Artificial intelligence","Kastamonu, Turkey, Asia",,true,true,
UnitesAI,https://unitesai.com,,,,,2025-01-01,,Unified AI platform,https://unitesai.com,,"Aggregator, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
n360,https://n360.co,,,,,2025-01-01,,"End-to-end AI transformation, insights services",https://n360.co,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
YKS Analiz,,,,,,2025-01-01,,Artificial intelligence-powered exam preparation assistant,,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
WillPay,,,,,,2025-01-01,,AI-powered application that instantly digitises shopping receipts and automatically analyses spending by category,,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
TrendAsist,https://www.trendasist.tr,,,,,2025-01-01,,Enables brands selling on marketplaces to automatically respond to customer queries within one minute with artificial intelligence support,https://www.trendasist.tr,,"Customer experience, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
SUNS Tech,https://sunstech.com.tr,,,,,2025-01-01,,"Web and software development, e-commerce, mobile application development and artificial intelligence project services",https://sunstech.com.tr,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
siemo AI,https://siemoapp.com,,,,,2025-01-01,,"AI-powered sales automation that transforms lead discovery, email generation, and pipeline management into workflows",https://siemoapp.com,,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Posternity,https://posternity.ai,,,,,2025-01-01,,AI-powered platform designed to help businesses and individuals create posters and visual content,https://posternity.ai,,"Visual, Content, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Optisas,https://optisas.com,,,,,2025-01-01,,AI-powered data analytics,https://optisas.com,,"Artificial intelligence, SaaS, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Moodzy,,,,,,2025-01-01,,"AI-powered storage and analysis platform that recommends films, series, music, podcasts, books and YouTube content based on users' moods",,,"Content, Artificial intelligence","Bolu, Turkey, Asia",,true,true,
CoBoT AI,https://www.cobot-ai.co,,,,,2025-01-01,,AI-powered software platform that fully automates construction and Building Information Modeling (BIM) processes,https://www.cobot-ai.co,,"Constructiontech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Bitwisers,https://bitwisers.com,,,,,2025-01-01,,Artificial intelligence-powered trading solutions,https://bitwisers.com,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Storya,https://storyastore.com,,,,,2025-01-01,,AI-powered audiobook platform,https://storyastore.com,,"Book, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
LinkParty,https://linkparty.co,,,,,2025-01-01,,Digital asset management platform that consolidates content from different platforms into a single link and enables analysis using artificial intelligence,https://linkparty.co,,"Social network, Content, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
ByteFlow,https://byteflow.tr,,,,,2025-01-01,,AI-powered mobile security and compliance solutions,https://byteflow.tr,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Arcustin,https://www.arcustin.com,,,,,2025-01-01,,Launches artificial custom intelligence products,https://www.arcustin.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
KidsAI,https://kidsai.io,,,,,2025-01-01,,Children-first safe AI ecosystem,https://kidsai.io,,"Baby toddler kids, Edutech, Artificial intelligence","Dubai, UAE, Asia",,true,true,
Conium AI,https://www.conium.ai,,,,,2025-01-01,,Agentic AI platform designed specifically for the construction industry,https://www.conium.ai,,"Constructiontech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
aila,https://www.myai.la,,,,,2025-01-01,,AI-powered life assistant,https://www.myai.la,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Redi,https://useredi.com,,,,,2025-01-01,,"AI-powered risk management for disaster, climate and ESG",https://useredi.com,,"Climatetech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
97 Yazılım,https://97.team,,,,,2025-01-01,,"Develops artificial intelligence solutions, publishes software, and offers professional IT training courses in programming and databases",https://97.team,,"Agency, Artificial intelligence, SaaS, Business intelligence","Gaziantep, Turkey, Asia",,true,true,
Freya,https://freyavoice.ai,Seed,3500000,USD,3500000,2025-01-01,Seed,"AI voice agents that sound human, stay compliant and deliver end-to-end",https://freyavoice.ai,1,"Customer experience, Artificial intelligence","San Francisco, USA, Asia",,true,true,
TechBind,https://techbindsolutions.com,,,,,2025-01-01,,"Software development, algorithm analysis, optimization, AI and data science solutions",https://techbindsolutions.com,,"Agency, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Giveloop,https://www.giveloop.ai,,,,,2025-01-01,,Artificial intelligence-powered sharing and exchange platform that enables unused items to be put back into circulation,https://www.giveloop.ai,,"Sustainability, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
HeyCalli,https://heycalli.com,,,,,2025-01-01,,AI Voice agents,https://heycalli.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
ParentNext,http://parentnext.com,,,,,2025-01-01,,AI driven application for parents to guide children for gaming experiences,http://parentnext.com,,"Image process, Baby toddler kids, Edutech, Artificial intelligence","Samsun, Turkey, Asia",,true,true,
Flai,https://www.useflai.com,Seed,4500000,USD,4500000,2025-01-01,Seed,Building voice AI assistants for car dealerships,https://www.useflai.com,1,Artificial intelligence,"San Francisco, USA, Asia",,true,true,
HaloScape,https://haloscape.health,,,,,2025-01-01,,"AI-powered health platform that integrates data from wearables, medical imaging, and biochemical sources to deliver personalized health insights",https://haloscape.health,,"Well-being, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Voiact,https://www.voiact.com,,,,,2025-01-01,,AI voice assistant for productivity,https://www.voiact.com,,"Productivity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
ConverJinn.ai,https://converjinn.ai,Pre-Seed,50000,USD,50000,2025-01-01,Pre-Seed,Artificial intelligence-based conversion solutions for online shops,https://converjinn.ai,1,"E-commerce enabler, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
TectoAI,https://www.tecto.ai,Seed,1400000,USD,1400000,2025-01-01,Seed,Governance platform for agentic AI tools,https://www.tecto.ai,1,Artificial intelligence,"San Francisco, USA, Asia",,true,true,
Monogram,https://monogram.ai,,,,,2025-01-01,,User interface for the AGI,https://monogram.ai,,Artificial intelligence,"San Mateo, USA, Asia",,true,true,
Quanite FZE,https://quanite.com,,,,,2025-01-01,,Solutions in the fields of SaaS and AI,https://quanite.com,,"Cloud, Artificial intelligence, SaaS","Al-Sharjah, UAE, Asia",,true,true,
Datazza,https://datazza.com,,,,,2025-01-01,,Data science and engineering solutions,https://datazza.com,,"Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Konuva,https://konuva.com,,,,,2025-01-01,,AI voicea agents for sales teams,https://konuva.com,,Artificial intelligence,"Dubai, UAE, Asia",,true,true,
Algotery,https://algotery.com,,,,,2025-01-01,,"AWS cloud architecture & migration, AI & machine learning integration, custom software & web app development services",https://algotery.com,,"Agency, Startup Ecosystem, Artificial intelligence","Dubai, UAE, Asia",,true,true,
Seemlyapp,https://seemlyapp.com,,,,,2025-01-01,,"Marketing platform designed to help businesses connect with their customers through various channels, such as billboards, TV ads, web ads, and more",https://seemlyapp.com,,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
CreaVexus,https://www.creavexus.com,,,,,2025-01-01,,"Digital transformation, AI & data-driven solutions",https://www.creavexus.com,,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
Periodic Labs,https://periodic.com,Seed,300000000,USD,300000000,2025-01-01,Seed,AI scientists and the autonomous laboratories for them to operate,https://periodic.com,1,Artificial intelligence,"Mountain View, USA, Asia",,true,true,
Cognisafe,https://cognisafe.com.tr,,,,,2025-01-01,,"AI-powered, human-centric cybersecurity platform",https://cognisafe.com.tr,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
FinauditX,https://www.finauditx.com,,,,,2025-01-01,,Artificial intelligence-based financial risk analysis system,https://www.finauditx.com,,"Fintech, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
Viza,https://getviza.ai,,,,,2025-01-01,,"AI-powered digital platform that simplifies the overseas visa application process for citizens of the Republic of Türkiye, managing document collection and application tracking",https://getviza.ai,,"Travel, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
NovaVision Suite,https://novavision.ai,,,,,2025-01-01,,"All-in-one computer vision platform that lets you build, deploy, and scale AI vision solutions",https://novavision.ai,,Artificial intelligence,"London, UK, Asia",,true,true,
Mindpix,https://www.mindpix.co,,,,,2025-01-01,,Event photography with AI-powered facial recognition technology,https://www.mindpix.co,,"Event, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Koru AI,https://getkoru.ai,,,,,2025-01-01,,AI security agent for APIs,https://getkoru.ai,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Growo,https://usegrowo.com,,,,,2025-01-01,,Artificial intelligence-powered child health and development tracking platform,https://usegrowo.com,,"Baby toddler kids, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Sofkar Teknoloji,,Pre-Seed,22178,USD,22178,2025-01-01,Pre-Seed,Transforms natural language commands into SQL queries with LLM-based platform,,1,"Artificial intelligence, Business intelligence","Izmir, Turkey, Asia",,true,true,
Thinkiplay,,Pre-Seed,22178,USD,22178,2025-01-01,Pre-Seed,Artificial intelligence-based interactive game aimed at developing social skills in children,,1,"Baby toddler kids, Gaming, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Marai Teknoloji,,Pre-Seed,22192,USD,22192,2025-01-01,Pre-Seed,Mobile application focused on detecting potential motor development issues in the early stages by analyzing the spontaneous movements of 9-20 week-old babies using AI-supported analysis,,1,"Baby toddler kids, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Sheltron Teknoloji,,Pre-Seed,22238,USD,22238,2025-01-01,Pre-Seed,Designing and implementing a multi-dimensional semantic optimisation algorithm for content identification and visibility enhancement in AI search engines,,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Grand,https://www.itsgrand.app,,,,,2025-01-01,,One-stop investment app for onchain finance,https://www.itsgrand.app,,"Web3, Fintech, Artificial intelligence","Sheridan, USA, Asia",,true,true,
Claridad,,,,,,2025-01-01,,Artificial intelligence-powered no-code business intelligence platform,,,"Artificial intelligence, Business intelligence","Lefkoşa, Northern Cyprus, Asia",,true,true,
ChatCNC,,,,,,2025-01-01,,Intelligent production system providing operators with real-time artificial intelligence support on NC-controlled production lines,,,"Industry40, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
InsurAI,https://www.insurai.net,,,,,2025-01-01,,AI solutions for insurance industry,https://www.insurai.net,,"Artificial intelligence, Insurtech","Istanbul, Turkey, Asia",,true,true,
AI4Vision,,Pre-Seed,22166,USD,22166,2025-01-01,Pre-Seed,Artificial intelligence-supported healthcare technologies,,1,"Artificial intelligence, Healthtech","Izmir, Turkey, Asia",,true,true,
Theranatolia,https://theranatolia.com,Pre-Seed,22171,USD,22171,2025-01-01,Pre-Seed,AI-assisted tools that turn genomics data into actionable insights,https://theranatolia.com,1,"Biotech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Saspera,https://www.saspera.com,Pre-Seed,22147,USD,22147,2025-01-01,Pre-Seed,AI-powered platform that provides control of all sustainability data from a single point,https://www.saspera.com,1,"Sustainability, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
