Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Cyberdes,https://www.cyberdes.com,,,,,2023-01-01,,Development and deployment services for AI and data workflows,https://www.cyberdes.com,,"Big data, Artificial intelligence","Ankara, Turkey, Asia",
cotcast.ai,https://cotcast.ai,Seed,604828,USD,604828,2023-01-01,Seed,Platform where cotton contract prices in the futures market are predicted one day in advance,https://cotcast.ai,1,"Big data, Artificial intelligence","Istanbul, Turkey, Asia",
Bliss AI,https://thebliss.app,,,,,2023-01-01,,Audio romance stories for woman,https://thebliss.app,,"Book, Well-being, Artificial intelligence","London, UK, Asia",
Skann.ai,https://www.skann.ai,,,,,2023-01-01,,AI-based computer vision technology for cars,https://www.skann.ai,,"Artificial intelligence, Autotech","Ankara, Turkey, Asia",
WeAccess.Ai,https://www.weaccess.ai,,,,,2023-01-01,,AI powered sustainable digital accessibility solutions,https://www.weaccess.ai,,Artificial intelligence,"Eskişehir, Turkey, Asia",
Mocky AI,https://www.mocky.ai,,,,,2023-01-01,,Product image generator and AI backround,https://www.mocky.ai,,"Visual, Artificial intelligence, SaaS","Bursa, Turkey, Asia",
VLKY,https://www.vlky.com,,,,,2023-01-01,,Artificial intelligence application,https://www.vlky.com,,"Search engine, Artificial intelligence","Istanbul, Turkey, Asia",
Lumian,https://www.lumian.energy,Pre-Seed,100000,USD,100000,2023-01-01,Pre-Seed,AI based energy management platform,https://www.lumian.energy,1,"Internet of things, Energy, Artificial intelligence","Kocaeli, Turkey, Asia",
Sanat.ai,https://sanat.ai,,,,,2023-01-01,,Artificial intelligence design workshop,https://sanat.ai,,"Visual, Artificial intelligence","Istanbul, Turkey, Asia",
Shoppable,https://www.shoppable.link,,,,,2023-01-01,,B2B wholesale marketplace,https://www.shoppable.link,,"Marketplace, Artificial intelligence","Istanbul, Turkey, Asia",
Corb AI,,,,,,2023-01-01,,Aritificial intelligence solutions,,,Artificial intelligence,"Istanbul, Turkey, Asia",
SORSLAB,https://www.sorslab.com,Pre-Seed,30000,USD,30000,2023-01-01,Pre-Seed,Synthetic data platform for deep learning in Image processing and 3D engines,https://www.sorslab.com,1,"Deeptech, Artificial intelligence","Ankara, Turkey, Asia",
Upsonic,https://upsonic.ai,SAFE,1000000,USD,1000000,2023-01-01,Pre-Seed,"Agentic products for fintech companies, from onboarding to payment facilitation.",https://upsonic.ai,1,"Fintech, Artificial intelligence","Mountain View, USA, Asia",
Pro Sicht,https://prosicht.com,,,,,2023-01-01,,Artificial intelligence and software development services,https://prosicht.com,,Artificial intelligence,"Sakarya, Turkey, Asia",
Nordat.ai,https://nordat.ai,,,,,2023-01-01,,AI powered big data management solution,https://nordat.ai,,"Big data, Artificial intelligence","Helsinki, Finland, Asia",
glowol,https://www.glowol.com,,,,,2023-01-01,,AI services for legal industry,https://www.glowol.com,,"Legaltech, Artificial intelligence","Ankara, Turkey, Asia",
MediTechLabs,https://www.meditechlabs.ai,,,,,2023-01-01,,Artificial intelligence-supported healthcare technologies,https://www.meditechlabs.ai,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Windtribe,https://www.windtribe.co,Pre-Seed,1000000,USD,1000000,2023-01-01,Pre-Seed,AI-powered applications designed to help consumers meet their daily needs,https://www.windtribe.co,1,Artificial intelligence,"Istanbul, Turkey, Asia",
selfweller,https://www.selfweller.com,Seed,71007,USD,71007,2023-01-01,Seed,AI-powered self-therapy and mindfulness app,https://www.selfweller.com,1,"Well-being, Artificial intelligence","Izmir, Turkey, Asia",
SelfTutor AI,https://www.selftutorai.com,,,,,2023-01-01,,AI-powered learning coach app,https://www.selftutorai.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Adin.ai,https://www.adin.ai,SAFE,100000,USD,100000,2023-01-01,Pre-Seed,AI operating system for marketing,https://www.adin.ai,1,"Advertising, Marketingtech, Artificial intelligence","Delaware, USA, Asia",
Yapay.ai,http://www.yapay.ai,,,,,2023-01-01,,Artificial intelligence technologies,http://www.yapay.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",
Payko,https://payko.com,,,,,2023-01-01,,Real estate investment patform,https://payko.com,,"Artificial intelligence, Proptech","Ankara, Turkey, Asia",
Mega Fortuna,https://megafortuna.co,Post-Seed,5600000,USD,5600000,2023-01-01,Seed,Developer and publisher of apps and games,https://megafortuna.co,1,"Gaming, Artificial intelligence","Bursa, Turkey, Asia",
Handler,https://influencewithai.com,Pre-Seed,50000,USD,50000,2023-01-01,Pre-Seed,One-stop shop for AI-powered game development,https://influencewithai.com,1,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
Sustable,https://sustable.io,Seed,100000,USD,100000,2023-01-01,Seed,Carbon management platform,https://sustable.io,1,"Climatetech, Sustainability, Artificial intelligence","Istanbul, Turkey, Asia",
Confido,https://confidoapp.com,,,,,2023-01-01,,Artificial intelligence-based digital solutions to consultants in the construction and real estate verticals,https://confidoapp.com,,"Marketplace, Artificial intelligence, Proptech","Istanbul, Turkey, Asia",
Optimimax,https://www.optimimax.com,Seed,65315,USD,65315,2023-01-01,Seed,AI platform developed to optimize processes carried out in value streams,https://www.optimimax.com,1,"Big data, Artificial intelligence","Izmir, Turkey, Asia",
Viddexa AI,https://viddexa.com,,,,,2023-01-01,,"The AI infrastructure, that understands large video collections and lets interaction in ms latency",https://viddexa.com,,"Media, Artificial intelligence","San Francisco, USA, Asia",
Catchupper,https://www.catchupper.com,,,,,2023-01-01,,AI-supported digital homework platform designed for K12 and developed for educational institutions,https://www.catchupper.com,,"Edutech, Artificial intelligence","Ankara, Turkey, Asia",
DRONEQUBE,https://droneqube.com.tr,,,,,2023-01-01,,"Robotic service station that automates the process of battery replacement and agrochemical refills for drones, enabling farmers to deploy their drones",https://droneqube.com.tr,,"Climatetech, Artificial intelligence, Unmanned vehicle, Agritech","Izmir, Turkey, Asia",
Fundprio,https://fundprio.ai,,,,,2023-01-01,,Platform where users invest in cryptocurrency portfolios managed by AI,https://fundprio.ai,,"Cryptocurrency, Fintech, Artificial intelligence","Ankara, Turkey, Asia",
Evercopy,https://www.evercopy.ai,SAFE,100000,USD,100000,2023-01-01,Pre-Seed,AI-powered marketing agency,https://www.evercopy.ai,1,"Agency, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
Meetgate,https://meetgate.ai,Seed,250000,USD,250000,2023-01-01,Seed,Artificial intelligence-powered human resources specialist software,https://meetgate.ai,1,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",
Empler AI,https://www.empler.ai,,,,,2023-01-01,,Platform for building AI assistant for companies,https://www.empler.ai,,Artificial intelligence,"Ankara, Turkey, Asia",
UI Soft,https://uisoft.tech,,,,,2022-01-01,,Web and mobile-based ERP and GIS solutions,https://uisoft.tech,,"Artificial intelligence, Location, Business intelligence","Ankara, Turkey, Asia",
DTEC,https://dtec.app,,,,,2022-01-01,,AI-powered voice assistant technologies,https://dtec.app,,"Mobility, Blockchain, Smart home, Artificial intelligence","Istanbul, Turkey, Asia",
Deventral,https://www.deventral.com,,,,,2022-01-01,,AI-powered analytics platform,https://www.deventral.com,,Artificial intelligence,"London, UK, Asia",
Elements,https://www.dataelements.io,,,,,2022-01-01,,Data talent assessment platform,https://www.dataelements.io,,Artificial intelligence,"Boston, USA, Asia",
Nekodu,https://www.nekodu.com,,,,,2022-01-01,,AI-powered digital solutions,https://www.nekodu.com,,"Agency, Artificial intelligence","Izmir, Turkey, Asia",
Allreno,https://www.allreno.co,,,,,2022-01-01,,Solution that automates complex processes in bathroom renovations using artificial intelligence,https://www.allreno.co,,Artificial intelligence,"New York, USA, Asia",
Liberty Finance,https://www.libfi.ai,,,,,2022-01-01,,"AI-driven insights, personalized portfolio management, and finance solutions",https://www.libfi.ai,,"Web3, Fintech, Artificial intelligence","Dubai, UAE, Asia",
XMind Studio Space,https://xmindstudio.space,,,,,2022-01-01,,Platform that examines software projects that have high potential but have not yet been realized and aims to make them successful by collaborating with entrepreneurs,https://xmindstudio.space,,"Startup Ecosystem, Artificial intelligence","Istanbul, Turkey, Asia",
SEEDXPERT,https://seedxpert.com,,,,,2022-01-01,,"Decision support tools that provide evaluations using AI-powered analytics for entrepreneurs, technology parks, and investors",https://seedxpert.com,,"Startup Ecosystem, Artificial intelligence","Istanbul, Turkey, Asia",
Qualsem,https://www.qualsem.com,,,,,2022-01-01,,"Embedded systems, artificial intelligence and image processing, web and mobile development services",https://www.qualsem.com,,"Agency, Image process, Artificial intelligence","Kocaeli, Turkey, Asia",
PeriVision,https://www.perivision.com,Seed,3000000,USD,3000000,2022-01-01,Seed,"Solutions that combine artificial intelligence algorithms, virtual reality, and cloud computing technologies to create next-generation systems for testing visual function",https://www.perivision.com,1,"AR / VR, Artificial intelligence, Healthtech","Lausanne, Switzerland, Asia",
Next Generation,https://www.nextgeneration.com.tr,,,,,2022-01-01,,"Industry 4.0, electronic, mobile, and web-based applications, artificial intelligence solutions",https://www.nextgeneration.com.tr,,"Industry40, Electronics, Artificial intelligence","Kocaeli, Turkey, Asia",
S4E,https://s4e.io,Pre-Seed,500000,USD,500000,2022-01-01,Pre-Seed,SaaS cybersecurity platform,https://s4e.io,1,"Cybersecurity, Artificial intelligence, SaaS","Ankara, Turkey, Asia",
Priam Cyber AI,https://www.priam.ai,,,,,2022-01-01,,AI-powered cybersecurity and incident response platform,https://www.priam.ai,,"Cybersecurity, Artificial intelligence","London, UK, Asia",
Quandatum,https://www.quandatum.com.tr,,,,,2022-01-01,,AI and automation-powered sales solutions,https://www.quandatum.com.tr,,"Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",
Kardan.Dijital,https://kardan.digital,,,,,2022-01-01,,"Artificial Intelligence tools, digital transformation projects, open source business intelligence solutions",https://kardan.digital,,"Artificial intelligence, SaaS, Business intelligence","Istanbul, Turkey, Asia",
Magicorn,https://magicorn.co,,,,,2022-01-01,,Delivers cloud and DevOps solutions to support digital transformation initiatives,https://magicorn.co,,"Big data, Cloud, Artificial intelligence","Istanbul, Turkey, Asia",
KLOK,https://www.klokist.com,,,,,2022-01-01,,AI-based content production agency,https://www.klokist.com,,"Agency, Content, Artificial intelligence","Istanbul, Turkey, Asia",
Ramplis,https://ramplis.com,,,,,2022-01-01,,AI-powered software platform that transforms packaging and machine maintenance processes in the plastics industry,https://ramplis.com,,"Image process, Artificial intelligence","Istanbul, Turkey, Asia",
Alon Health,https://alonhealth.com,,,,,2022-01-01,,AI solution that enables health insurance providers to assess and predict potential risks using advanced analytics and machine learning,https://alonhealth.com,,"Artificial intelligence, Insurtech","Berlin, Germany, Asia",
Icosa Computing,https://www.icosacomputing.com,,,,,2022-01-01,,Domain-specific AI models,https://www.icosacomputing.com,,Artificial intelligence,"New York, USA, Asia",
Boost Intelligent Analytics,https://bi-boost.com,,,,,2022-01-01,,"AI-powered, actionable sales analytics and reporting solution",https://bi-boost.com,,"Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",
Mintyfi,https://mintyfi.com,,,,,2022-01-01,,"AI-powered IoT platform enabling infrastructure automation, energy efficiency, identity management, and secure connectivity",https://mintyfi.com,,"Internet of things, Big data, Artificial intelligence","Istanbul, Turkey, Asia",
Lace,https://www.lace.ai,Seed,14000000,USD,14000000,2022-01-01,Seed,AI-powered revenue intelligence software for the call center in the trades,https://www.lace.ai,1,"Customer experience, Artificial intelligence","Mountain View, USA, Asia",
Softeria.io,https://softeria.io,,,,,2022-01-01,,Software engineering services,https://softeria.io,,"Agency, Artificial intelligence","Kocaeli, Turkey, Asia",
Datatruck,https://www.datatruck.io,Series A,12000000,USD,12000000,2022-01-01,Early Stage Venture,workforce automation platform for trucking companies with a focus on actionable data insights for business owners,https://www.datatruck.io,1,"Logistics, Artificial intelligence, SaaS","Irving, USA, Asia",
MeetWise.AI,https://meetwise.ai,,,,,2022-01-01,,AI-powered meeting assistant,https://meetwise.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",
Aginies,https://aginies.com,,,,,2022-01-01,,Productive AI and AIOps platform,https://aginies.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
AISOFT,https://aisofttechnology.com,,,,,2022-01-01,,AI and computer vision-based products for industrial businesses,https://aisofttechnology.com,,"Industry40, Artificial intelligence","Sakarya, Turkey, Asia",
SozyAI,https://www.sozy.io,,,,,2022-01-01,,Virtual assistants,https://www.sozy.io,,"AR / VR, Artificial intelligence","Los Angeles, USA, Asia",
avsos,https://www.avsos.ai,,,,,2022-01-01,,Cloud native artificial intelligence solutions for aviation operations,https://www.avsos.ai,,"Aviationtech , Artificial intelligence","Istanbul, Turkey, Asia",
DeepTech Defence,https://deeptechdefence.com,,,,,2022-01-01,,"Solutions on artificial intelligence supported software, autonomous systems, dashboard design, embedded systems and mobile designs in the field of defense industry",https://deeptechdefence.com,,"Military, Artificial intelligence","Kocaeli, Turkey, Asia",
Agate,https://www.agate.at,,,,,2022-01-01,,AI powered measurement and control solutions,https://www.agate.at,,"Internet of things, Artificial intelligence, Agritech","Kocaeli, Turkey, Asia",
Dünyatek,https://dunyatek.com,,,,,2022-01-01,,"Corporate web design, SAP and software services",https://dunyatek.com,,"Agency, Artificial intelligence","Gaziantep, Turkey, Asia",
atWallets,https://www.atwallets.com,,,,,2022-01-01,,Platform where assets can be tracked and analyzed live from a single platform,https://www.atwallets.com,,"Web3, Cryptocurrency, Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
Nexpat,https://nexpat.io,,,,,2022-01-01,,"Mobile super app designed for expats, travelers and tourists, providing access to essential services such as housing, legal aid, financial solutions, eSIM services",https://nexpat.io,,"Travel, Fintech, Artificial intelligence","London, UK, Asia",
Perciv AI,https://perciv.ai,Seed,2627000,USD,2627000,2022-01-01,Seed,"AI-driven, radar based machine perception for automotive, robotics, and more",https://perciv.ai,1,"Mobility, Artificial intelligence","Delft, The Netherlands, Asia",
Arvonas,https://arvonas.com,,,,,2022-01-01,,Artificial intelligence-powered occupational safety solutions,https://arvonas.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Nexgene AI,https://nexgene.ai,,,,,2022-01-01,,Data-driven healthcare,https://nexgene.ai,,"Artificial intelligence, Healthtech","Izmir, Turkey, Asia",
Holoxone - Nativia Technology,https://www.nativiatech.com,,,,,2022-01-01,,Display technologies with digital and physical products,https://www.nativiatech.com,,"Entertainment, Artificial intelligence","Ankara, Turkey, Asia",
Gemforce Teknoloji,https://www.gemforce.com.tr,,,,,2022-01-01,,"Technical due diligence, gemhunting, talent scouting, outsourcing, building right IT teams, Web3 & AI solutions",https://www.gemforce.com.tr,,"Hrtech, Blockchain, Artificial intelligence","Istanbul, Turkey, Asia",
Prowth,https://prowth.co,,,,,2022-01-01,,AI based customer profiling studio for CRM teams,https://prowth.co,,"Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",
ExoMatter,https://www.exomatter.ai,Pre-Seed,1850000,USD,1850000,2022-01-01,Pre-Seed,AI-powered materials research and development,https://www.exomatter.ai,1,"Advanced materials, Artificial intelligence","München, Germany, Asia",
Findante,https://www.findante.com,,,,,2022-01-01,,AI-powered financial tools and mobile applications,https://www.findante.com,,"Fintech, Artificial intelligence","Isparta, Turkey, Asia",
Argema Teknoloji,http://www.argemateknoloji.com,,,,,2022-01-01,,Solutions in fish farming and developing AI-based systems,http://www.argemateknoloji.com,,"Artificial intelligence, Agritech","Isparta, Turkey, Asia",
Limonist Meta Technology,https://www.limonistmeta.co.uk,,,,,2022-01-01,,AI software solutions,https://www.limonistmeta.co.uk,,"Agency, Artificial intelligence","London, UK, Asia",
Workintech,https://www.workintech.com.tr,Seed,100000,USD,100000,2022-01-01,Seed,AI-powered online school for developing tech talent,https://www.workintech.com.tr,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Find IT Staff,https://www.finditstaff.com,,,,,2022-01-01,,"Microservice transformation, DevOps, cloud transformation, AI, data science and outsourcing solutions",https://www.finditstaff.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",
E2E Solutions,https://www.e2esolutions.tech,,,,,2022-01-01,,"Cloud, AI, digital identity and Digital Currency, open source application and software, blockchain and blockchain security solutions",https://www.e2esolutions.tech,,"Blockchain, Cloud, Artificial intelligence","Ankara, Turkey, Asia",
Zironsoft,https://zironsoft.com.tr,,,,,2022-01-01,,"Customized software, web-based applications, mobile applications and cloud systems services",https://zironsoft.com.tr,,"Agency, Cloud, Artificial intelligence","Ankara, Turkey, Asia",
santrality,https://santrality.com,,,,,2022-01-01,,Technology and media startup that offers subscription services for digital needs by providing thematic publications on blockchain,https://santrality.com,,"Media, Agency, Advertising, Artificial intelligence","Konya, Turkey, Asia",
HOP Health,https://hop.health,Seed,1000000,USD,1000000,2022-01-01,Seed,AI supported digital health platform,https://hop.health,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Unitlab,https://unitlab.ai,,,,,2022-01-01,,Collaborative and AI-powered data annotation platform,https://unitlab.ai,,"Artificial intelligence, SaaS","New York, USA, Asia",
UnnaturalAI,https://www.unnaturalai.com,,,,,2022-01-01,,Artificial intelligence image processing technologies,https://www.unnaturalai.com,,"Image process, Artificial intelligence","Ankara, Turkey, Asia",
Hashked,https://hashked.com,,,,,2022-01-01,,System that aims to reduce the number of returns for brands with online stores by using artificial intelligence and augmented modeling technologies,https://hashked.com,,"Sustainability, Textile, Artificial intelligence","Ankara, Turkey, Asia",
XON,https://xon.net.tr,,,,,2022-01-01,,"Software services, application modernization and security services",https://xon.net.tr,,"Agency, Artificial intelligence","Kocaeli, Turkey, Asia",
DFX Digital,https://www.dfx.com.tr,,,,,2022-01-01,,AI-supported digital advertising products,https://www.dfx.com.tr,,"Advertising, Artificial intelligence","Istanbul, Turkey, Asia",
Wowoo,https://wowooapps.com,,,,,2022-01-01,,Developer of mobile products based on artificial intelligence technology,https://wowooapps.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",
Vidoc Security Lab,https://www.vidocsecurity.com,Seed,,,,2022-01-01,Seed,AI security engineer,https://www.vidocsecurity.com,,"Cybersecurity, Artificial intelligence","San Francisco, USA, Asia",
Incursor Technology,https://incursor.com,,,,,2022-01-01,,"System integration, software, hardware development services",https://incursor.com,,"Robotics, Artificial intelligence","Ankara, Turkey, Asia",
LTC,https://www.ltcyazilim.com,Equity Crowdfunding,237191,USD,237191,2022-01-01,Seed,"Intelligent robotic systems, maintenance and maintainer tracking software with artificial intelligence in the industrial field",https://www.ltcyazilim.com,1,"Robotics, Artificial intelligence","Istanbul, Turkey, Asia",
Curiosity Technology,https://www.curiosity.tech,,,,,2022-01-01,,Artificial Intelligent based solutions,https://www.curiosity.tech,,Artificial intelligence,"Istanbul, Turkey, Asia",
AISenseUs,https://aisenseus.net,,,,,2022-01-01,,Artificial intelligence sentiment analysis technologies on Turkish/English texts,https://aisenseus.net,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Kapsül Dx,https://kapsuldx.com,,,,,2022-01-01,,"Software, data analytics, artificial intelligence, robotic process automation, industrial IoT and cyber security solutions",https://kapsuldx.com,,"Internet of things, Agency, Cybersecurity, Artificial intelligence","Denizli, Turkey, Asia",
SciTechSim,http://www.scitechsim.com,,,,,2022-01-01,,"Development of physical or software-based simulations in the education sector, creation of the most realistic educational scenarios, development of systems using artificial intelligence software",http://www.scitechsim.com,,"AR / VR, Artificial intelligence","Bursa, Turkey, Asia",
ReturnSoft,https://www.returnsoft.com.tr,,,,,2022-01-01,,"Software, mobile and web application development, artificial intelligence modeling, big data solutions",https://www.returnsoft.com.tr,,"Agency, Big data, Artificial intelligence","Sakarya, Turkey, Asia",
Mirage Yazılım,https://miragemobile.com,,,,,2022-01-01,,"Software development, data analysis, artificial intelligence, machine learning, and mobile application development services",https://miragemobile.com,,"Agency, Big data, Artificial intelligence","Sakarya, Turkey, Asia",
Smartus,https://smartustr.com,,,,,2022-01-01,,Artificial intelligence and blockchain-based smart health monitoring and analysis system,https://smartustr.com,,"Wearable, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Spatium,https://www.spatium.com.tr,,,,,2022-01-01,,Industrial solutions for autonomous vehicles and artificial intelligence,https://www.spatium.com.tr,,"Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",
TurdusWorks,http://turdusworks.com,,,,,2022-01-01,,"Solutions in healthcare, education, data analytics and artificial intelligence",http://turdusworks.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Crexicon,https://www.crexicon.com,,,,,2022-01-01,,Industry-based industrial solutions with artificial intelligence and image processing technologies,https://www.crexicon.com,,"Image process, Artificial intelligence","Konya, Turkey, Asia",
MedikalAI,https://www.medikalai.com.tr,,,,,2022-01-01,,Artificial intelligence solutions in healthcare,https://www.medikalai.com.tr,,"Artificial intelligence, Healthtech","Kütahya, Turkey, Asia",
Gökmen,https://www.gokmenuavteam.com,,,,,2022-01-01,,"Aerospace, AI, robotics solutions",https://www.gokmenuavteam.com,,"Robotics, Aviationtech , Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",
Turna.io,https://turna.io,,,,,2022-01-01,,Occupational safety solutions with artificial intelligence-supported image processing,https://turna.io,,"Internet of things, Image process, Artificial intelligence","Ankara, Turkey, Asia",
Sorentum Teknoloji,https://www.sorentum.com,,,,,2022-01-01,,"Services in the field of information technologies, web and mobile applications",https://www.sorentum.com,,"Internet of things, Agency, Artificial intelligence","Ankara, Turkey, Asia",
qnpSoft,https://www.qnpsoft.com,,,,,2022-01-01,,"Software solutions, custom web applications, big data technologies, cloud-based solutions",https://www.qnpsoft.com,,"Agency, Big data, Artificial intelligence","Ankara, Turkey, Asia",
Lagari Technology,https://www.lagaritech.com,,,,,2022-01-01,,"R&D studies in the field of software, automation & SCADA and system solutions for sectors using IoT & artificial intelligence technologies",https://www.lagaritech.com,,"Industry40, Military, Artificial intelligence","Ankara, Turkey, Asia",
Pnaps,http://pnaps.com,,,,,2022-01-01,,"Wearables, space projects and life sciences technologies",http://pnaps.com,,"Wearable, Artificial intelligence","Istanbul, Turkey, Asia",
Teknology House,https://teknologyhouse.com,,,,,2022-01-01,,"Digital display solutions, kiosk payment systems, artificial intelligence and image processing solutions",https://teknologyhouse.com,,"Image process, Artificial intelligence","Adana, Turkey, Asia",
sugr.,https://sugr.framer.website,,,,,2022-01-01,,Wearable supported ERP/CRM for elderly care companies,https://sugr.framer.website,,"Wearable, Artificial intelligence, Healthtech","Ankara, Turkey, Asia",
DeepZeka,https://www.deepzeka.com,,,,,2022-01-01,,AI-based image and sound processing technologies,https://www.deepzeka.com,,"Image process, Deeptech, Artificial intelligence","Ankara, Turkey, Asia",
RubigTech,https://rubigtech.com,,,,,2022-01-01,,"Embedded software, AI applications, smart cities and automation systems solutions",https://rubigtech.com,,"Smart city, Artificial intelligence","Ankara, Turkey, Asia",
FeatSpeak,https://www.featspeak.com,,,,,2022-01-01,,AI based english learning platform,https://www.featspeak.com,,"Edutech, Artificial intelligence","Bursa, Turkey, Asia",
Cognito,https://www.cognito.com.tr,,,,,2022-01-01,,"System, artificial intelligence solutions, software development services",https://www.cognito.com.tr,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",
HubX,https://hubx.co,,,,,2022-01-01,,Mobile app developer and publisher,https://hubx.co,,"Aggregator, Artificial intelligence","Izmir, Turkey, Asia",
PulpoLabs,https://www.pulpolabs.tech,,,,,2022-01-01,,AI-based B2C apps developer,https://www.pulpolabs.tech,,"Beauty & cosmetics, Artificial intelligence","Izmir, Turkey, Asia",
Comitfy,https://comitfy.com,,,,,2022-01-01,,"R&D projects related to defense industry software, SAAS software, artificial intelligence solutions and gaming applications",https://comitfy.com,,"Artificial intelligence, SaaS","Ankara, Turkey, Asia",
UnitPlan,https://unitplan.co,Pre-Seed,62500,USD,62500,2022-01-01,Pre-Seed,AI based tools for startups,https://unitplan.co,1,"Startup Ecosystem, Artificial intelligence","Bursa, Turkey, Asia",
qsoft,https://www.qsoft.com.tr,Seed,100000,USD,100000,2022-01-01,Seed,Automation and RPA solutions,https://www.qsoft.com.tr,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Yıldız Cep,https://yildizcep.com,,,,,2022-01-01,,Develops mobile applications with the power of AI to enhance and personalize the user experience,https://yildizcep.com,,"Social network, Content, Artificial intelligence","Istanbul, Turkey, Asia",
Sorbil,https://www.sorbil.org,Seed,175000,USD,175000,2022-01-01,Seed,AI powered edtech platform,https://www.sorbil.org,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
WEGS,https://wegs.com.tr,Equity Crowdfunding,139162,USD,139162,2022-01-01,Seed,Artificial intelligence-supported and cloud-based accounting and integration platform that automates the financial and commercial activities of businesses,https://wegs.com.tr,1,"Fintech, Artificial intelligence, SaaS","Denizli, Turkey, Asia",
Bilge 1074,https://www.bilge1074.com,,,,,2022-01-01,,"Versatile artificial intelligence-supported tool that can be used in research and text production in corporate, technical, academic and individual fields",https://www.bilge1074.com,,Artificial intelligence,"Antalya, Turkey, Asia",
Intersection App,https://intersectionapp.com,,,,,2022-01-01,,Algorithmic trading platform,https://intersectionapp.com,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
V-Risetech,https://www.v-risetech.com,Seed,20000,USD,20000,2022-01-01,Seed,"Cloud service that allows entrepreneurs, managers and employees to create a decentralized virtual environment, virtual event and virtual worker without any coding knowledge",https://www.v-risetech.com,1,"Video, Artificial intelligence, SaaS","Adana, Turkey, Asia",
Orbiba Robotics,https://orbibarobotics.com,Equity Crowdfunding,205470,USD,205470,2022-01-01,Seed,Smart little robots with minimal carbon footprint and renewable energy for organic farmers taking the initiative to solve the problem of access to safe food,https://orbibarobotics.com,1,"Robotics, Sustainability, Artificial intelligence, Agritech","Istanbul, Turkey, Asia",
Çağ Yazılım ve Tasarım,https://cagyazilim.com.tr,,,,,2022-01-01,,"Digital transformation, data analytics services, AI applications and software solutions",https://cagyazilim.com.tr,,"Agency, Artificial intelligence","Kırıkkale, Turkey, Asia",
Healysense,https://healysense.ai,,,,,2022-01-01,,Medical image analysis solutions,https://healysense.ai,,"Artificial intelligence, Healthtech","Izmir, Turkey, Asia",
DeCanaria,https://www.decanaria.com,,,,,2022-01-01,,AI-driven insights for job market data,https://www.decanaria.com,,"Deeptech, Artificial intelligence","New York, USA, Asia",
Ad-Pro-Plus,https://ephesial.com,,,,,2022-01-01,,Artificial intelligence solution that enables Amazon sellers to increase the efficiency and profitability of their ads on Amazon,https://ephesial.com,,"Advertising, Artificial intelligence","Istanbul, Turkey, Asia",
Orbina,https://orbina.ai,Seed,120000,USD,120000,2022-01-01,Seed,AI tool focused on content production,https://orbina.ai,1,"Content, Artificial intelligence","Istanbul, Turkey, Asia",
POYRAI,http://www.poyrai.com,,,,,2022-01-01,,Artificial intelligence based industrial image processing and robotic systems,http://www.poyrai.com,,"Image process, Robotics, Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",
DeepTech Engineering,https://www.deeptecheng.com.tr,,,,,2022-01-01,,"R&D in the fields of digitalization, materials, energy, AI, technical textiles",https://www.deeptecheng.com.tr,,"Advanced materials, Deeptech, Artificial intelligence","Izmir, Turkey, Asia",
Karmen.ai,https://www.karmen.ai,,,,,2022-01-01,,Deep learning artificial intelligence product adapting image processing technologies to both the automotive and mobility related fields,https://www.karmen.ai,,"Image process, Artificial intelligence, Autotech","Ankara, Turkey, Asia",
Boost Wealth,https://boostwealth.app,,,,,2022-01-01,,AI investment advisor,https://boostwealth.app,,"Fintech, Artificial intelligence","Barcelona, Spain, Asia",
